frame_number,timestamp,object_class_id,object_class_name,confidence_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2
1080,18.018,63,laptop,0.9368550777435303,0,1365,625,2610
1080,18.018,0,person,0.8736076951026917,2,2148,805,3835
1080,18.018,39,bottle,0.5945790410041809,648,1498,841,1798
1081,18.034683333333334,63,laptop,0.9390117526054382,0,1364,624,2610
1081,18.034683333333334,0,person,0.8500295281410217,2,2148,804,3835
1081,18.034683333333334,39,bottle,0.6587372422218323,647,1498,841,1798
1082,18.051366666666667,63,laptop,0.9370201230049133,0,1364,623,2610
1082,18.051366666666667,0,person,0.8525663018226624,2,2148,804,3835
1082,18.051366666666667,39,bottle,0.6238551735877991,647,1497,838,1796
1083,18.06805,63,laptop,0.9380944967269897,0,1363,623,2610
1083,18.06805,0,person,0.8608084917068481,2,2148,803,3836
1083,18.06805,39,bottle,0.6207845211029053,647,1497,837,1796
1084,18.084733333333332,63,laptop,0.9380326867103577,0,1362,623,2610
1084,18.084733333333332,0,person,0.8564310073852539,2,2148,804,3836
1084,18.084733333333332,39,bottle,0.5962902903556824,646,1496,837,1796
1085,18.101416666666665,63,laptop,0.9388525485992432,0,1362,622,2609
1085,18.101416666666665,0,person,0.8587884902954102,2,2149,803,3836
1085,18.101416666666665,39,bottle,0.5498698353767395,646,1496,836,1796
1086,18.118100000000002,63,laptop,0.9388304948806763,0,1363,622,2610
1086,18.118100000000002,0,person,0.8535252213478088,2,2150,803,3836
1086,18.118100000000002,39,bottle,0.5611576437950134,644,1496,836,1796
1087,18.134783333333335,63,laptop,0.9386174082756042,0,1363,621,2610
1087,18.134783333333335,0,person,0.8570241332054138,2,2149,803,3836
1087,18.134783333333335,39,bottle,0.4839801490306854,643,1496,835,1796
1088,18.151466666666668,63,laptop,0.937555193901062,0,1363,621,2610
1088,18.151466666666668,0,person,0.8536939024925232,2,2150,802,3836
1089,18.16815,63,laptop,0.9381687641143799,0,1364,621,2610
1089,18.16815,0,person,0.844687819480896,2,2150,802,3836
1090,18.184833333333334,63,laptop,0.9366153478622437,0,1364,620,2609
1090,18.184833333333334,0,person,0.8516775369644165,2,2150,802,3836
1091,18.201516666666667,63,laptop,0.9366136789321899,0,1364,622,2610
1091,18.201516666666667,0,person,0.8442652225494385,2,2151,802,3837
1092,18.2182,63,laptop,0.9370958805084229,0,1364,622,2611
1092,18.2182,0,person,0.8590637445449829,2,2154,803,3837
1092,18.2182,39,bottle,0.41462793946266174,641,1497,835,1795
1093,18.234883333333332,63,laptop,0.9381616711616516,1,1364,625,2610
1093,18.234883333333332,0,person,0.8506333231925964,2,2154,803,3837
1093,18.234883333333332,39,bottle,0.4633767604827881,642,1497,834,1795
1094,18.251566666666665,63,laptop,0.9391115307807922,0,1366,623,2613
1094,18.251566666666665,0,person,0.8640826940536499,2,2153,803,3836
1094,18.251566666666665,39,bottle,0.4784994423389435,642,1497,834,1794
1095,18.268250000000002,63,laptop,0.9382150769233704,0,1367,622,2613
1095,18.268250000000002,0,person,0.8585115075111389,2,2152,803,3836
1096,18.284933333333335,63,laptop,0.9360368847846985,0,1366,622,2613
1096,18.284933333333335,0,person,0.8574105501174927,2,2150,802,3836
1097,18.301616666666668,63,laptop,0.93670254945755,0,1366,622,2613
1097,18.301616666666668,0,person,0.8285131454467773,2,2150,801,3837
1098,18.3183,63,laptop,0.9368532299995422,0,1367,623,2614
1098,18.3183,0,person,0.8187997341156006,2,2150,801,3836
1098,18.3183,39,bottle,0.4089646339416504,641,1498,830,1791
1099,18.334983333333334,63,laptop,0.9374169707298279,0,1367,622,2615
1099,18.334983333333334,0,person,0.8105118274688721,2,2152,800,3836
1099,18.334983333333334,39,bottle,0.4773133397102356,641,1498,829,1790
1100,18.351666666666667,63,laptop,0.9353085160255432,0,1367,621,2616
1100,18.351666666666667,0,person,0.780166506767273,2,2151,801,3836
1100,18.351666666666667,39,bottle,0.4439994692802429,639,1498,830,1790
1101,18.36835,63,laptop,0.9388267993927002,0,1367,619,2616
1101,18.36835,0,person,0.704282820224762,2,2150,802,3836
1101,18.36835,39,bottle,0.4176596403121948,637,1498,830,1793
1102,18.385033333333332,63,laptop,0.9377511739730835,1,1365,622,2616
1102,18.385033333333332,0,person,0.7728379368782043,3,2150,799,3836
1103,18.401716666666665,63,laptop,0.9392672181129456,1,1365,625,2617
1103,18.401716666666665,0,person,0.7906944155693054,3,2149,798,3836
1103,18.401716666666665,39,bottle,0.40405675768852234,635,1497,829,1790
1104,18.418400000000002,63,laptop,0.9383286237716675,1,1364,623,2618
1104,18.418400000000002,0,person,0.8345270752906799,3,2148,797,3836
1104,18.418400000000002,39,bottle,0.4489477276802063,633,1496,829,1790
1105,18.435083333333335,63,laptop,0.9394649267196655,1,1364,622,2618
1105,18.435083333333335,0,person,0.8384209871292114,2,2148,796,3836
1106,18.451766666666668,63,laptop,0.9424976706504822,2,1363,618,2618
1106,18.451766666666668,0,person,0.7649022936820984,3,2149,796,3837
1107,18.46845,63,laptop,0.940363883972168,1,1364,616,2619
1107,18.46845,0,person,0.7844826579093933,3,2148,791,3837
1108,18.485133333333334,63,laptop,0.93517005443573,1,1361,615,2620
1108,18.485133333333334,0,person,0.8119209408760071,3,2153,786,3837
1108,18.485133333333334,39,bottle,0.45688655972480774,626,1494,824,1783
1109,18.501816666666667,63,laptop,0.9381639361381531,1,1360,615,2620
1109,18.501816666666667,0,person,0.8231172561645508,3,2153,786,3837
1109,18.501816666666667,39,bottle,0.4227564036846161,625,1494,822,1784
1110,18.5185,63,laptop,0.9391895532608032,1,1359,617,2621
1110,18.5185,0,person,0.8240634799003601,3,2156,784,3837
1110,18.5185,39,bottle,0.44868794083595276,622,1493,818,1782
1111,18.535183333333332,63,laptop,0.9374761581420898,1,1360,614,2624
1111,18.535183333333332,0,person,0.8462890386581421,2,2156,781,3837
1111,18.535183333333332,39,bottle,0.49174758791923523,621,1492,816,1783
1112,18.551866666666665,63,laptop,0.9362339973449707,1,1359,614,2624
1112,18.551866666666665,0,person,0.8599843978881836,2,2153,781,3837
1112,18.551866666666665,39,bottle,0.4268748462200165,617,1492,816,1783
1113,18.568550000000002,63,laptop,0.9412983655929565,1,1359,608,2626
1113,18.568550000000002,0,person,0.8611904382705688,2,2157,774,3836
1113,18.568550000000002,39,bottle,0.4895952641963959,616,1491,808,1783
1114,18.585233333333335,63,laptop,0.9407563805580139,1,1360,600,2628
1114,18.585233333333335,0,person,0.8075293898582458,2,2160,770,3837
1114,18.585233333333335,39,bottle,0.6216756701469421,614,1491,807,1784
1115,18.601916666666668,63,laptop,0.9409067630767822,1,1360,596,2627
1115,18.601916666666668,0,person,0.8491563200950623,2,2162,768,3836
1115,18.601916666666668,39,bottle,0.5354791879653931,611,1490,804,1782
1116,18.6186,63,laptop,0.941315233707428,1,1358,591,2629
1116,18.6186,0,person,0.8649585247039795,2,2159,765,3837
1116,18.6186,39,bottle,0.5022395253181458,603,1491,804,1784
1117,18.635283333333334,63,laptop,0.9380500316619873,1,1357,591,2629
1117,18.635283333333334,0,person,0.869080662727356,2,2161,761,3836
1118,18.651966666666667,63,laptop,0.9407936334609985,1,1356,589,2628
1118,18.651966666666667,0,person,0.7919260859489441,2,2160,755,3836
1119,18.66865,63,laptop,0.9339913725852966,1,1355,587,2625
1119,18.66865,0,person,0.7671554088592529,1,2159,750,3836
1119,18.66865,39,bottle,0.5690550804138184,595,1488,793,1779
1120,18.685333333333332,63,laptop,0.9320001602172852,1,1356,585,2625
1120,18.685333333333332,0,person,0.797500729560852,2,2156,750,3836
1120,18.685333333333332,39,bottle,0.4270778298377991,591,1485,791,1784
1121,18.702016666666665,63,laptop,0.9388315081596375,1,1354,581,2622
1121,18.702016666666665,0,person,0.7371453046798706,2,2154,742,3837
1121,18.702016666666665,39,bottle,0.6311918497085571,584,1481,787,1782
1122,18.718700000000002,63,laptop,0.9395743608474731,1,1352,576,2623
1122,18.718700000000002,0,person,0.7101136445999146,2,2153,738,3836
1122,18.718700000000002,39,bottle,0.6992589235305786,585,1483,787,1780
1123,18.735383333333335,63,laptop,0.9380640983581543,0,1353,573,2623
1123,18.735383333333335,0,person,0.6536962389945984,2,2155,1203,3837
1123,18.735383333333335,39,bottle,0.6236867308616638,579,1482,785,1778
1124,18.752066666666668,63,laptop,0.9407865405082703,0,1354,569,2623
1124,18.752066666666668,0,person,0.7884766459465027,2,2164,1188,3837
1124,18.752066666666668,39,bottle,0.7662115097045898,575,1480,775,1773
1124,18.752066666666668,60,dining table,0.4007200598716736,68,1531,2159,3410
1125,18.76875,63,laptop,0.9375426173210144,1,1353,564,2621
1125,18.76875,0,person,0.7822752594947815,2,2160,1177,3837
1125,18.76875,39,bottle,0.7668994665145874,569,1480,770,1773
1126,18.785433333333334,63,laptop,0.9383770823478699,0,1353,552,2622
1126,18.785433333333334,0,person,0.8150047659873962,1,2173,1165,3837
1126,18.785433333333334,39,bottle,0.7837985157966614,564,1482,763,1776
1126,18.785433333333334,67,cell phone,0.4754638075828552,1339,1885,1740,2131
1127,18.802116666666667,63,laptop,0.9369624853134155,0,1353,549,2622
1127,18.802116666666667,0,person,0.8480476140975952,0,2166,1161,3837
1127,18.802116666666667,39,bottle,0.7083969116210938,553,1483,759,1783
1127,18.802116666666667,67,cell phone,0.41927802562713623,1327,1885,1732,2129
1128,18.8188,63,laptop,0.9341427087783813,0,1353,540,2620
1128,18.8188,0,person,0.860995888710022,1,2161,1160,3837
1128,18.8188,39,bottle,0.6992495656013489,546,1481,750,1793
1128,18.8188,67,cell phone,0.49837368726730347,1325,1885,1724,2127
1129,18.835483333333332,63,laptop,0.9397637248039246,0,1353,534,2619
1129,18.835483333333332,0,person,0.8426970839500427,3,2184,1155,3837
1129,18.835483333333332,39,bottle,0.6985080242156982,539,1479,744,1797
1129,18.835483333333332,67,cell phone,0.4799869954586029,1326,1881,1721,2125
1130,18.852166666666665,63,laptop,0.9286860823631287,0,1354,527,2618
1130,18.852166666666665,0,person,0.8497035503387451,3,2182,1155,3837
1130,18.852166666666665,39,bottle,0.6968564987182617,533,1476,739,1798
1131,18.868850000000002,63,laptop,0.9191393256187439,0,1354,521,2618
1131,18.868850000000002,0,person,0.8686667680740356,4,2165,1148,3837
1131,18.868850000000002,39,bottle,0.7568506598472595,528,1476,734,1795
1132,18.885533333333335,0,person,0.8783196806907654,4,2173,1142,3837
1132,18.885533333333335,63,laptop,0.8150205016136169,0,1355,499,2618
1132,18.885533333333335,39,bottle,0.7376469373703003,520,1477,725,1790
1132,18.885533333333335,60,dining table,0.464409738779068,106,1560,2154,3451
1133,18.902216666666668,63,laptop,0.8747124671936035,2,1356,486,2613
1133,18.902216666666668,39,bottle,0.7250290513038635,511,1481,720,1791
1133,18.902216666666668,0,person,0.7050105929374695,5,2182,1125,3836
1134,18.9189,63,laptop,0.8486039638519287,2,1359,476,2611
1134,18.9189,0,person,0.7254407405853271,5,2188,1123,3836
1134,18.9189,39,bottle,0.6671399474143982,502,1484,710,1790
1135,18.935583333333334,0,person,0.8003392219543457,5,2189,1122,3836
1135,18.935583333333334,63,laptop,0.7290729284286499,1,1362,467,2608
1135,18.935583333333334,39,bottle,0.6756804585456848,493,1484,701,1793
1136,18.952266666666667,0,person,0.6490112543106079,5,2193,1109,3836
1136,18.952266666666667,39,bottle,0.6182413101196289,485,1488,698,1798
1136,18.952266666666667,63,laptop,0.5857694745063782,1,1363,458,2610
1137,18.96895,39,bottle,0.7591628432273865,475,1489,689,1802
1137,18.96895,0,person,0.64565509557724,6,2189,1098,3836
1138,18.985633333333332,39,bottle,0.8033959269523621,466,1492,681,1808
1138,18.985633333333332,0,person,0.6989607810974121,5,2186,1096,3837
1138,18.985633333333332,0,person,0.4737405776977539,3,2173,620,3475
1139,19.002316666666665,39,bottle,0.6810380220413208,458,1494,671,1811
1139,19.002316666666665,0,person,0.6073778867721558,5,2184,1090,3837
1139,19.002316666666665,0,person,0.5625849962234497,3,2172,617,3477
1140,19.019000000000002,0,person,0.6262384653091431,2,2166,622,3479
1140,19.019000000000002,39,bottle,0.5483883619308472,449,1494,661,1819
1140,19.019000000000002,0,person,0.5397883057594299,4,2181,1080,3837
1141,19.035683333333335,0,person,0.6245530247688293,3,2164,623,3491
1142,19.052366666666668,0,person,0.6298972368240356,2,2164,627,3489
1142,19.052366666666668,39,bottle,0.4608990550041199,432,1492,647,1841
1143,19.06905,0,person,0.6731559038162231,2,2164,630,3492
1143,19.06905,39,bottle,0.5724055171012878,423,1492,641,1848
1143,19.06905,63,laptop,0.5620611906051636,1,1365,398,2619
1144,19.085733333333334,39,bottle,0.6696093082427979,413,1494,627,1825
1144,19.085733333333334,0,person,0.6580442190170288,3,2158,637,3491
1145,19.102416666666667,0,person,0.726511538028717,2,2156,644,3484
1145,19.102416666666667,39,bottle,0.7201436161994934,405,1494,620,1828
1146,19.1191,0,person,0.7404353022575378,2,2148,647,3482
1146,19.1191,39,bottle,0.700522243976593,394,1497,609,1820
1147,19.135783333333332,39,bottle,0.7001755833625793,385,1494,599,1828
1147,19.135783333333332,0,person,0.6633481383323669,2,2140,653,3476
1147,19.135783333333332,63,laptop,0.4957672655582428,1,1365,349,2623
1148,19.152466666666665,39,bottle,0.7731214761734009,375,1495,598,1824
1148,19.152466666666665,0,person,0.7373924851417542,2,2140,655,3481
1149,19.169150000000002,39,bottle,0.8218858242034912,367,1495,592,1822
1149,19.169150000000002,0,person,0.7700003385543823,1,2132,656,3480
1150,19.185833333333335,0,person,0.7330215573310852,1,2135,656,3485
1150,19.185833333333335,39,bottle,0.7303646802902222,360,1495,582,1821
1151,19.202516666666668,0,person,0.7575761675834656,0,2136,658,3477
1151,19.202516666666668,39,bottle,0.6110610961914062,349,1495,577,1825
1152,19.2192,0,person,0.7352229356765747,1,2139,659,3464
1152,19.2192,39,bottle,0.5957210063934326,341,1497,569,1824
1153,19.235883333333334,0,person,0.7499189972877502,2,2146,659,3397
1153,19.235883333333334,39,bottle,0.5510866641998291,336,1498,560,1827
1154,19.252566666666667,0,person,0.7903629541397095,2,2146,661,3355
1154,19.252566666666667,39,bottle,0.6253175735473633,332,1495,554,1830
1155,19.26925,0,person,0.7597793340682983,2,2139,664,3338
1155,19.26925,39,bottle,0.5617247223854065,330,1497,556,1830
1156,19.285933333333332,0,person,0.7834048271179199,1,2134,662,3331
1156,19.285933333333332,39,bottle,0.6454437375068665,321,1497,551,1833
1157,19.302616666666665,0,person,0.7537236213684082,1,2105,661,3346
1157,19.302616666666665,39,bottle,0.6615790724754333,318,1499,546,1834
1158,19.319300000000002,0,person,0.7211378216743469,1,2104,660,3354
1158,19.319300000000002,39,bottle,0.6726179122924805,316,1501,540,1835
1159,19.335983333333335,0,person,0.6964392066001892,1,2108,666,3366
1159,19.335983333333335,39,bottle,0.5473654270172119,306,1504,535,1835
1159,19.335983333333335,73,book,0.43151023983955383,305,1759,1278,2867
1160,19.352666666666668,0,person,0.7621643543243408,1,2105,670,3363
1160,19.352666666666668,73,book,0.5480953454971313,310,1779,1283,2876
1160,19.352666666666668,39,bottle,0.5440284013748169,298,1507,533,1837
1161,19.36935,0,person,0.6963868737220764,2,2115,674,3357
1161,19.36935,39,bottle,0.61285400390625,293,1509,529,1843
1161,19.36935,63,laptop,0.5528642535209656,4,1369,241,2651
1161,19.36935,60,dining table,0.40396034717559814,5,1660,2135,3512
1162,19.386033333333334,63,laptop,0.7463488578796387,6,1371,235,2648
1162,19.386033333333334,39,bottle,0.7401874661445618,290,1512,524,1842
1162,19.386033333333334,0,person,0.6973328590393066,2,2112,684,3369
1162,19.386033333333334,73,book,0.4840170443058014,349,1823,1279,2890
1163,19.402716666666667,39,bottle,0.7608968615531921,284,1513,519,1846
1163,19.402716666666667,73,book,0.7335026860237122,424,1857,1276,2901
1163,19.402716666666667,63,laptop,0.6874914169311523,5,1371,225,2652
1163,19.402716666666667,0,person,0.5867094993591309,3,2116,709,3356
1164,19.4194,39,bottle,0.797698438167572,278,1514,513,1844
1164,19.4194,0,person,0.6208911538124084,4,2122,722,3309
1164,19.4194,63,laptop,0.5467174053192139,6,1379,216,2646
1165,19.436083333333332,39,bottle,0.7550119161605835,272,1514,510,1841
1165,19.436083333333332,63,laptop,0.6537509560585022,5,1382,209,2646
1165,19.436083333333332,73,book,0.550882875919342,372,1852,1268,2905
1165,19.436083333333332,0,person,0.4986467659473419,4,2129,723,3245
1166,19.452766666666665,39,bottle,0.6323134899139404,269,1513,502,1839
1166,19.452766666666665,63,laptop,0.574786365032196,3,1394,200,2650
1166,19.452766666666665,0,person,0.5497478246688843,4,2135,724,3201
1166,19.452766666666665,73,book,0.423978328704834,347,1853,1261,2913
1167,19.469450000000002,0,person,0.6427751779556274,4,2134,729,3176
1167,19.469450000000002,39,bottle,0.5264971256256104,261,1511,499,1842
1167,19.469450000000002,73,book,0.40648791193962097,277,1841,1260,2918
1168,19.486133333333335,0,person,0.6498858332633972,4,2139,732,3161
1168,19.486133333333335,73,book,0.5750476121902466,291,1860,1260,2917
1168,19.486133333333335,39,bottle,0.48945432901382446,252,1508,492,1842
1169,19.502816666666668,0,person,0.6296691298484802,4,2145,735,3166
1169,19.502816666666668,73,book,0.5071325898170471,319,1869,1265,2924
1170,19.5195,0,person,0.6826897263526917,5,2146,744,3155
1171,19.536183333333334,0,person,0.7291805148124695,5,2147,751,3154
1172,19.552866666666667,0,person,0.7449779510498047,5,2144,759,3152
1172,19.552866666666667,39,bottle,0.42482686042785645,237,1504,479,1844
1173,19.56955,0,person,0.7385730743408203,5,2147,768,3160
1173,19.56955,39,bottle,0.5408339500427246,233,1498,477,1839
1174,19.586233333333332,0,person,0.7309185862541199,4,2147,769,3157
1174,19.586233333333332,39,bottle,0.5890669822692871,232,1499,475,1842
1174,19.586233333333332,63,laptop,0.507855236530304,3,1517,161,2644
1175,19.602916666666665,0,person,0.6266641020774841,4,2155,775,3164
1175,19.602916666666665,39,bottle,0.5883827209472656,230,1499,473,1841
1175,19.602916666666665,63,laptop,0.49239981174468994,3,1524,160,2643
1176,19.619600000000002,0,person,0.7423023581504822,4,2158,786,3191
1176,19.619600000000002,39,bottle,0.5700518488883972,229,1500,475,1840
1177,19.636283333333335,0,person,0.7250908613204956,4,2155,797,3199
1177,19.636283333333335,39,bottle,0.5735466480255127,229,1500,473,1842
1178,19.652966666666668,0,person,0.7618080973625183,5,2155,804,3198
1178,19.652966666666668,39,bottle,0.5472307205200195,229,1502,472,1843
1179,19.66965,0,person,0.7846640348434448,2,2155,810,3208
1179,19.66965,39,bottle,0.49483761191368103,230,1504,473,1844
1180,19.686333333333334,0,person,0.7616287469863892,2,2157,810,3201
1180,19.686333333333334,73,book,0.4953919053077698,421,1926,1357,3040
1180,19.686333333333334,39,bottle,0.44110023975372314,230,1505,474,1844
1181,19.703016666666667,0,person,0.7198574542999268,3,2159,816,3197
1181,19.703016666666667,73,book,0.47161582112312317,416,1925,1359,3051
1182,19.7197,0,person,0.7462601661682129,5,2161,817,3211
1182,19.7197,39,bottle,0.44563499093055725,231,1506,472,1847
1182,19.7197,73,book,0.4392387568950653,422,1927,1357,3039
1183,19.736383333333333,0,person,0.7388663291931152,2,2158,815,3226
1183,19.736383333333333,39,bottle,0.451175719499588,230,1506,473,1848
1184,19.753066666666665,0,person,0.6653279662132263,5,2156,817,3210
1184,19.753066666666665,39,bottle,0.4770660996437073,231,1505,475,1850
1185,19.769750000000002,0,person,0.6969181299209595,5,2155,816,3211
1185,19.769750000000002,39,bottle,0.528377890586853,233,1501,476,1850
1186,19.786433333333335,0,person,0.6915600299835205,5,2155,820,3224
1186,19.786433333333335,39,bottle,0.6243767738342285,235,1505,479,1849
1187,19.803116666666668,0,person,0.648203432559967,5,2151,822,3233
1187,19.803116666666668,39,bottle,0.6476748585700989,241,1503,480,1853
1188,19.8198,39,bottle,0.6224015355110168,245,1504,485,1851
1188,19.8198,0,person,0.5141535997390747,2,2154,824,3470
1189,19.836483333333334,73,book,0.6904972195625305,478,1919,1337,2955
1189,19.836483333333334,39,bottle,0.6296436786651611,249,1505,490,1850
1189,19.836483333333334,0,person,0.4925519526004791,2,2153,828,3502
1190,19.853166666666667,73,book,0.5443072319030762,485,1924,1338,2950
1190,19.853166666666667,39,bottle,0.5195528864860535,252,1507,497,1849
1190,19.853166666666667,0,person,0.4000242352485657,6,2152,828,3228
1191,19.86985,73,book,0.618431806564331,489,1930,1340,2949
1191,19.86985,39,bottle,0.5070613622665405,258,1509,500,1850
1191,19.86985,0,person,0.41580459475517273,2,2152,833,3540
1192,19.886533333333333,39,bottle,0.685428261756897,263,1514,503,1852
1192,19.886533333333333,73,book,0.4815559387207031,475,1931,1341,2961
1192,19.886533333333333,0,person,0.4114671051502228,5,2156,832,3466
1193,19.903216666666665,39,bottle,0.7552894949913025,268,1511,505,1852
1193,19.903216666666665,0,person,0.43901780247688293,2,2158,834,3509
1194,19.919900000000002,39,bottle,0.7531775832176208,269,1513,509,1855
1194,19.919900000000002,0,person,0.5052028298377991,4,2159,836,3492
1194,19.919900000000002,73,book,0.45879727602005005,484,1933,1353,2971
1194,19.919900000000002,63,laptop,0.4055137634277344,3,1393,206,2720
1195,19.936583333333335,39,bottle,0.785937488079071,272,1514,508,1859
1195,19.936583333333335,73,book,0.6700926423072815,525,1929,1367,2980
1195,19.936583333333335,0,person,0.6242545247077942,4,2167,839,3494
1195,19.936583333333335,63,laptop,0.4624973237514496,6,1386,209,2706
1196,19.953266666666668,39,bottle,0.8269082307815552,274,1515,508,1862
1196,19.953266666666668,0,person,0.7159143686294556,4,2171,843,3510
1196,19.953266666666668,73,book,0.5667993426322937,529,1923,1376,2983
1196,19.953266666666668,63,laptop,0.4558226466178894,1,1390,209,2703
1197,19.96995,39,bottle,0.7793827056884766,274,1518,510,1865
1197,19.96995,0,person,0.6139096617698669,4,2166,850,3482
1197,19.96995,63,laptop,0.5297904014587402,1,1392,211,2707
1197,19.96995,73,book,0.46901944279670715,533,1921,1380,2982
1198,19.986633333333334,39,bottle,0.7453787922859192,274,1519,512,1870
1198,19.986633333333334,0,person,0.6958061456680298,4,2170,854,3506
1198,19.986633333333334,63,laptop,0.5992901921272278,6,1383,213,2725
1198,19.986633333333334,73,book,0.5230478644371033,538,1924,1382,2992
1199,20.003316666666667,39,bottle,0.763789713382721,275,1521,513,1871
1199,20.003316666666667,0,person,0.6113823056221008,4,2174,857,3486
1199,20.003316666666667,63,laptop,0.5607640743255615,6,1387,213,2730
1200,20.02,39,bottle,0.7528600096702576,276,1525,512,1872
1200,20.02,0,person,0.6923200488090515,4,2174,858,3517
1200,20.02,63,laptop,0.4708270728588104,1,1400,214,2719
1201,20.036683333333333,39,bottle,0.7187840342521667,280,1526,513,1873
1201,20.036683333333333,0,person,0.7037282586097717,4,2179,859,3524
1201,20.036683333333333,63,laptop,0.427450567483902,1,1403,216,2722
1202,20.053366666666665,0,person,0.6887659430503845,4,2185,859,3523
1202,20.053366666666665,39,bottle,0.6763097643852234,279,1528,514,1876
1202,20.053366666666665,63,laptop,0.46775558590888977,1,1404,218,2724
1202,20.053366666666665,73,book,0.421114444732666,547,1958,1385,2996
1203,20.070050000000002,0,person,0.725394070148468,2,2194,863,3520
1203,20.070050000000002,39,bottle,0.6504508256912231,280,1532,516,1876
1203,20.070050000000002,63,laptop,0.5715295076370239,0,1408,219,2729
1204,20.086733333333335,39,bottle,0.6661897897720337,280,1535,515,1878
1204,20.086733333333335,0,person,0.6225115060806274,2,2209,864,3562
1204,20.086733333333335,63,laptop,0.5961131453514099,0,1411,219,2730
1205,20.103416666666668,39,bottle,0.6705887317657471,280,1536,515,1881
1205,20.103416666666668,63,laptop,0.6340604424476624,4,1414,220,2737
1205,20.103416666666668,0,person,0.5111754536628723,4,2212,869,3553
1206,20.1201,39,bottle,0.6739808320999146,281,1539,517,1882
1206,20.1201,0,person,0.634697675704956,2,2221,867,3629
1206,20.1201,63,laptop,0.49062380194664,3,1416,220,2737
1207,20.136783333333334,39,bottle,0.6601883769035339,281,1540,516,1882
1207,20.136783333333334,0,person,0.5923750400543213,3,2217,869,3789
1207,20.136783333333334,63,laptop,0.4743548035621643,0,1416,216,2737
1208,20.153466666666667,39,bottle,0.6763142347335815,281,1541,517,1883
1208,20.153466666666667,63,laptop,0.6337197422981262,0,1416,216,2738
1208,20.153466666666667,0,person,0.5679056644439697,2,2224,869,3682
1209,20.17015,39,bottle,0.6628776788711548,282,1541,518,1885
1209,20.17015,63,laptop,0.5648165941238403,0,1416,216,2739
1209,20.17015,0,person,0.5252861380577087,3,2223,867,3499
1210,20.186833333333333,39,bottle,0.6840646862983704,282,1542,520,1887
1210,20.186833333333333,0,person,0.6030791997909546,2,2232,871,3670
1210,20.186833333333333,63,laptop,0.4112560749053955,0,1417,219,2739
1211,20.203516666666665,63,laptop,0.6503956317901611,2,1417,220,2740
1211,20.203516666666665,39,bottle,0.636332631111145,282,1542,520,1887
1211,20.203516666666665,0,person,0.598782479763031,2,2239,872,3661
1212,20.220200000000002,39,bottle,0.6426160335540771,284,1542,520,1887
1212,20.220200000000002,0,person,0.6390266418457031,3,2239,872,3499
1212,20.220200000000002,63,laptop,0.5784881114959717,0,1417,223,2741
1213,20.236883333333335,39,bottle,0.6324604749679565,285,1542,521,1889
1213,20.236883333333335,0,person,0.6172438263893127,3,2240,872,3486
1213,20.236883333333335,63,laptop,0.5130055546760559,0,1416,224,2742
1214,20.253566666666668,0,person,0.699910581111908,2,2237,875,3534
1214,20.253566666666668,39,bottle,0.6285978555679321,287,1541,525,1890
1214,20.253566666666668,63,laptop,0.5575338006019592,0,1414,225,2742
1215,20.27025,0,person,0.676258385181427,2,2242,874,3540
1215,20.27025,39,bottle,0.6174065470695496,289,1541,526,1888
1215,20.27025,63,laptop,0.5213932991027832,2,1413,226,2743
1216,20.286933333333334,0,person,0.7517158389091492,3,2230,875,3543
1216,20.286933333333334,63,laptop,0.6461223363876343,2,1413,228,2744
1216,20.286933333333334,39,bottle,0.5524759292602539,290,1540,528,1887
1217,20.303616666666667,0,person,0.7426551580429077,2,2228,875,3557
1217,20.303616666666667,63,laptop,0.7013435959815979,2,1411,230,2744
1217,20.303616666666667,39,bottle,0.4387003183364868,290,1538,532,1888
1217,20.303616666666667,64,mouse,0.4223732054233551,296,2299,563,2481
1218,20.3203,0,person,0.8042372465133667,3,2220,880,3568
1218,20.3203,63,laptop,0.7016648650169373,2,1409,232,2744
1218,20.3203,39,bottle,0.524697482585907,291,1537,536,1887
1218,20.3203,64,mouse,0.40379929542541504,299,2297,567,2481
1219,20.336983333333333,0,person,0.7990431785583496,2,2219,883,3557
1219,20.336983333333333,63,laptop,0.7177783250808716,2,1403,236,2745
1219,20.336983333333333,39,bottle,0.5889540314674377,294,1535,536,1884
1220,20.353666666666665,0,person,0.8294154405593872,2,2218,889,3540
1220,20.353666666666665,63,laptop,0.7906551957130432,2,1403,241,2743
1220,20.353666666666665,39,bottle,0.5238470435142517,295,1532,536,1883
1221,20.370350000000002,0,person,0.8274538516998291,2,2221,898,3542
1221,20.370350000000002,63,laptop,0.754489004611969,2,1402,243,2742
1221,20.370350000000002,39,bottle,0.5447097420692444,298,1532,538,1882
1222,20.387033333333335,0,person,0.8248485922813416,2,2231,909,3534
1222,20.387033333333335,63,laptop,0.8234986662864685,1,1402,246,2739
1223,20.403716666666668,63,laptop,0.8223657011985779,0,1400,249,2740
1223,20.403716666666668,0,person,0.7889016270637512,1,2239,918,3535
1223,20.403716666666668,39,bottle,0.6164983510971069,303,1527,546,1880
1224,20.4204,63,laptop,0.8255919814109802,1,1400,252,2740
1224,20.4204,0,person,0.7914871573448181,1,2245,922,3564
1224,20.4204,39,bottle,0.5681478977203369,307,1526,547,1878
1225,20.437083333333334,63,laptop,0.8549565672874451,1,1401,256,2740
