frame_number,timestamp,object_class_id,object_class_name,confidence_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2
119,1.9853166666666666,63,laptop,0.9528293013572693,893,1609,2076,2765
119,1.9853166666666666,39,bottle,0.9295920729637146,383,1429,867,2411
119,1.9853166666666666,39,bottle,0.7473980188369751,1908,1782,2143,2102
120,2.0020000000000002,63,laptop,0.9556803107261658,891,1606,2070,2763
120,2.0020000000000002,39,bottle,0.930088460445404,379,1429,865,2410
120,2.0020000000000002,39,bottle,0.7828110456466675,1903,1780,2141,2105
121,2.018683333333333,63,laptop,0.9574949145317078,888,1606,2064,2760
121,2.018683333333333,39,bottle,0.9296305775642395,379,1430,860,2410
121,2.018683333333333,39,bottle,0.7704398036003113,1895,1781,2138,2106
122,2.0353666666666665,63,laptop,0.9561516046524048,884,1603,2059,2759
122,2.0353666666666665,39,bottle,0.9295685887336731,375,1431,857,2409
122,2.0353666666666665,39,bottle,0.8102914690971375,1887,1781,2134,2101
123,2.05205,63,laptop,0.9553061127662659,882,1609,2054,2756
123,2.05205,39,bottle,0.9418529868125916,369,1432,855,2409
123,2.05205,39,bottle,0.8337565660476685,1883,1780,2127,2097
124,2.0687333333333333,63,laptop,0.9571162462234497,878,1609,2048,2756
124,2.0687333333333333,39,bottle,0.9397647380828857,366,1434,852,2408
124,2.0687333333333333,39,bottle,0.8391844630241394,1879,1780,2122,2095
125,2.0854166666666667,63,laptop,0.9537422060966492,875,1608,2040,2753
125,2.0854166666666667,39,bottle,0.943687915802002,362,1433,848,2408
125,2.0854166666666667,39,bottle,0.8480270504951477,1876,1780,2116,2095
126,2.1021,63,laptop,0.9543513655662537,870,1611,2032,2749
126,2.1021,39,bottle,0.9472376704216003,357,1435,842,2406
126,2.1021,39,bottle,0.8295246362686157,1871,1780,2110,2095
127,2.1187833333333335,63,laptop,0.9567432403564453,866,1604,2027,2747
127,2.1187833333333335,39,bottle,0.9386712908744812,358,1434,839,2405
127,2.1187833333333335,39,bottle,0.6852673292160034,1867,1779,2103,2093
128,2.135466666666667,63,laptop,0.9541513919830322,857,1610,2023,2743
128,2.135466666666667,39,bottle,0.9344146251678467,354,1434,835,2406
128,2.135466666666667,39,bottle,0.7211651802062988,1860,1779,2096,2092
129,2.1521500000000002,63,laptop,0.9527046084403992,854,1613,2018,2741
129,2.1521500000000002,39,bottle,0.941257894039154,344,1436,831,2406
129,2.1521500000000002,39,bottle,0.6953275203704834,1857,1779,2091,2090
130,2.168833333333333,63,laptop,0.9527589678764343,850,1608,2012,2734
130,2.168833333333333,39,bottle,0.9392399191856384,341,1436,826,2407
130,2.168833333333333,39,bottle,0.7735774517059326,1847,1777,2088,2091
131,2.1855166666666666,63,laptop,0.952362596988678,844,1609,2004,2733
131,2.1855166666666666,39,bottle,0.9340760111808777,339,1437,820,2406
131,2.1855166666666666,39,bottle,0.7713310718536377,1841,1777,2082,2091
132,2.2022,63,laptop,0.9498826265335083,839,1609,1998,2726
132,2.2022,39,bottle,0.9301190376281738,332,1438,816,2405
132,2.2022,39,bottle,0.7599877715110779,1835,1776,2073,2089
133,2.2188833333333333,63,laptop,0.9515236616134644,836,1606,1992,2721
133,2.2188833333333333,39,bottle,0.9261635541915894,329,1439,810,2406
133,2.2188833333333333,39,bottle,0.7810080051422119,1831,1777,2065,2088
134,2.2355666666666667,63,laptop,0.9509662389755249,831,1609,1980,2721
134,2.2355666666666667,39,bottle,0.93160080909729,323,1440,809,2407
134,2.2355666666666667,39,bottle,0.8204308748245239,1826,1775,2060,2086
135,2.25225,63,laptop,0.9497581720352173,826,1611,1976,2718
135,2.25225,39,bottle,0.9297412633895874,319,1442,805,2407
135,2.25225,39,bottle,0.803292989730835,1823,1775,2053,2086
136,2.2689333333333335,63,laptop,0.9507002234458923,823,1612,1970,2714
136,2.2689333333333335,39,bottle,0.9257705807685852,315,1442,801,2408
136,2.2689333333333335,39,bottle,0.7894464731216431,1820,1774,2047,2085
137,2.285616666666667,63,laptop,0.9514995813369751,817,1613,1965,2712
137,2.285616666666667,39,bottle,0.9212725758552551,316,1442,795,2409
137,2.285616666666667,39,bottle,0.8257213234901428,1814,1775,2043,2085
137,2.285616666666667,64,mouse,0.5581947565078735,1955,2458,2159,2661
138,2.3023000000000002,63,laptop,0.9531058669090271,815,1611,1959,2709
138,2.3023000000000002,39,bottle,0.9306078553199768,304,1438,789,2407
138,2.3023000000000002,39,bottle,0.8338381052017212,1809,1776,2038,2084
138,2.3023000000000002,64,mouse,0.44484925270080566,1951,2457,2158,2660
139,2.318983333333333,63,laptop,0.9551908373832703,809,1611,1953,2706
139,2.318983333333333,39,bottle,0.9282985329627991,294,1439,785,2409
139,2.318983333333333,39,bottle,0.8405662178993225,1803,1774,2032,2084
139,2.318983333333333,64,mouse,0.40565162897109985,1931,2452,2158,2657
140,2.3356666666666666,63,laptop,0.9565470814704895,801,1613,1945,2704
140,2.3356666666666666,39,bottle,0.9264768958091736,289,1438,782,2409
140,2.3356666666666666,39,bottle,0.7992249131202698,1797,1772,2025,2082
140,2.3356666666666666,64,mouse,0.41535279154777527,1931,2450,2158,2655
141,2.35235,63,laptop,0.957621157169342,796,1611,1938,2701
141,2.35235,39,bottle,0.9267460703849792,278,1437,777,2409
141,2.35235,39,bottle,0.8200546503067017,1793,1771,2019,2079
141,2.35235,64,mouse,0.5329150557518005,1931,2450,2159,2652
142,2.3690333333333333,63,laptop,0.957195520401001,794,1614,1934,2699
142,2.3690333333333333,39,bottle,0.9272297620773315,275,1436,771,2409
142,2.3690333333333333,39,bottle,0.8105387687683105,1787,1770,2016,2079
143,2.3857166666666667,63,laptop,0.9574956893920898,791,1613,1930,2696
143,2.3857166666666667,39,bottle,0.9244281649589539,272,1434,767,2407
143,2.3857166666666667,39,bottle,0.834372878074646,1783,1770,2010,2078
143,2.3857166666666667,64,mouse,0.5834686160087585,1924,2448,2159,2648
144,2.4024,63,laptop,0.9551967978477478,788,1609,1926,2694
144,2.4024,39,bottle,0.9206305742263794,268,1435,764,2407
144,2.4024,39,bottle,0.8464280962944031,1779,1768,2003,2077
145,2.4190833333333335,63,laptop,0.9559677243232727,785,1610,1919,2692
145,2.4190833333333335,39,bottle,0.9215611219406128,261,1434,760,2407
145,2.4190833333333335,39,bottle,0.8426571488380432,1776,1768,1999,2074
146,2.435766666666667,63,laptop,0.9545745253562927,781,1610,1914,2689
146,2.435766666666667,39,bottle,0.9213454723358154,257,1434,755,2407
146,2.435766666666667,39,bottle,0.8254122734069824,1771,1766,1996,2073
147,2.4524500000000002,63,laptop,0.9561637043952942,776,1611,1909,2688
147,2.4524500000000002,39,bottle,0.9296141266822815,251,1433,753,2407
147,2.4524500000000002,39,bottle,0.8469141721725464,1768,1763,1993,2072
147,2.4524500000000002,64,mouse,0.5913629531860352,1894,2440,2159,2639
148,2.469133333333333,63,laptop,0.9557973742485046,775,1610,1906,2687
148,2.469133333333333,39,bottle,0.9321730732917786,245,1432,748,2406
148,2.469133333333333,39,bottle,0.8394241333007812,1766,1762,1990,2073
148,2.469133333333333,64,mouse,0.49198755621910095,1896,2439,2158,2638
149,2.4858166666666666,63,laptop,0.9576025605201721,770,1609,1902,2685
149,2.4858166666666666,39,bottle,0.9274097084999084,245,1432,746,2406
149,2.4858166666666666,39,bottle,0.8288688659667969,1763,1761,1987,2072
149,2.4858166666666666,64,mouse,0.5862900018692017,1893,2435,2159,2635
150,2.5025,63,laptop,0.9578129053115845,766,1607,1900,2684
150,2.5025,39,bottle,0.9273160099983215,238,1431,743,2406
150,2.5025,39,bottle,0.8268429636955261,1760,1763,1980,2069
150,2.5025,64,mouse,0.6341750025749207,1892,2434,2158,2633
151,2.5191833333333333,63,laptop,0.9589589834213257,763,1608,1896,2683
151,2.5191833333333333,39,bottle,0.9255697727203369,234,1431,740,2406
151,2.5191833333333333,39,bottle,0.8044853806495667,1758,1763,1978,2068
151,2.5191833333333333,64,mouse,0.6638531684875488,1889,2433,2158,2632
152,2.5358666666666667,63,laptop,0.957110583782196,758,1607,1893,2681
152,2.5358666666666667,39,bottle,0.9274579882621765,231,1430,737,2406
